from,to,cost
sx3z3,sx0z3,3
sx3z3,sx3z0,3
sx3z3,sx3z6,3
sx3z3,sx6z3,3
sx3z6,sx0z6,3
sx3z6,sx3z3,3
sx3z6,sx3z9,3
sx3z6,sx6z6,3
sx3z9,sx0z9,3
sx3z9,sx3z6,3
sx3z9,sx3z12,3
sx3z9,sx6z9,3
sx3z12,sx0z12,3
sx3z12,sx3z9,3
sx3z12,sx3z15,3
sx3z12,sx6z12,3
sx3z15,sx0z15,3
sx3z15,sx3z12,3
sx3z15,sx3z18,3
sx3z15,sx6z15,3
sx3z18,sx0z18,3
sx3z18,sx3z15,3
sx3z18,sx3z21,3
sx3z18,sx6z18,3
sx3z21,sx0z21,3
sx3z21,sx3z18,3
sx3z21,sx3z24,3
sx3z21,sx6z21,3
sx3z24,sx0z24,3
sx3z24,sx3z21,3
sx3z24,sx3z27,3
sx3z24,sx6z24,3
sx3z27,sx0z27,3
sx3z27,sx3z24,3
sx3z27,sx3z30,3
sx3z27,sx6z27,3
sx3z30,sx0z30,3
sx3z30,sx3z27,3
sx3z30,sx3z33,3
sx3z30,sx6z30,3
sx3z33,sx0z33,3
sx3z33,sx3z30,3
sx3z33,sx3z36,3
sx3z33,sx6z33,3
sx3z36,sx0z36,3
sx3z36,sx3z33,3
sx3z36,sx3z39,3
sx3z36,sx6z36,3
sx3z39,sx0z39,3
sx3z39,sx3z36,3
sx3z39,sx3z42,3
sx3z39,sx6z39,3
sx3z42,sx0z42,3
sx3z42,sx3z39,3
sx3z42,sx3z45,3
sx3z42,sx6z42,3
sx3z45,sx0z45,3
sx3z45,sx3z42,3
sx3z45,sx3z48,3
sx3z45,sx6z45,3
sx3z48,sx0z48,3
sx3z48,sx3z45,3
sx3z48,sx6z48,3
sx6z0,sx3z0,3
sx6z0,sx6z3,3
sx6z0,sx9z0,3
sx6z3,sx3z3,3
sx6z3,sx6z0,3
sx6z3,sx6z6,3
sx6z3,sx9z3,3
sx6z6,sx3z6,3
sx6z6,sx6z3,3
sx6z6,sx6z9,3
sx6z6,sx9z6,3
sx6z9,sx3z9,3
sx6z9,sx6z6,3
sx6z9,sx6z12,3
sx6z9,sx9z9,3
sx6z12,sx3z12,3
sx6z12,sx6z9,3
sx6z12,sx6z15,3
sx6z12,sx9z12,3
sx6z15,sx3z15,3
sx6z15,sx6z12,3
sx6z15,sx6z18,3
sx6z15,sx9z15,3
sx6z18,sx3z18,3
sx6z18,sx6z15,3
sx6z18,sx6z21,3
sx6z18,sx9z18,3
sx6z21,sx3z21,3
sx6z21,sx6z18,3
sx6z21,sx6z24,3
sx6z21,sx9z21,3
sx6z24,sx3z24,3
sx6z24,sx6z21,3
sx6z24,sx6z27,3
sx6z24,sx9z24,3
sx6z27,sx3z27,3
sx6z27,sx6z24,3
sx6z27,sx6z30,3
sx6z27,sx9z27,3
sx6z30,sx3z30,3
sx6z30,sx6z27,3
sx6z30,sx6z33,3
sx6z30,sx9z30,3
sx6z33,sx3z33,3
sx6z33,sx6z30,3
sx6z33,sx6z36,3
sx6z33,sx9z33,3
sx6z36,sx3z36,3
sx6z36,sx6z33,3
sx6z36,sx6z39,3
sx6z36,sx9z36,3
sx6z39,sx3z39,3
sx6z39,sx6z36,3
sx6z39,sx6z42,3
sx6z39,sx9z39,3
sx6z42,sx3z42,3
sx6z42,sx6z39,3
sx6z42,sx6z45,3
sx6z42,sx9z42,3
sx6z45,sx3z45,3
sx6z45,sx6z42,3
sx6z45,sx6z48,3
sx6z45,sx9z45,3
sx6z48,sx3z48,3
sx6z48,sx6z45,3
sx6z48,sx9z48,3
sx9z0,sx6z0,3
sx9z0,sx9z3,3
sx9z0,sx12z0,3
sx9z3,sx6z3,3
sx9z3,sx9z0,3
sx9z3,sx9z6,3
sx9z3,sx12z3,3
sx9z6,sx6z6,3
sx9z6,sx9z3,3
sx9z6,sx9z9,3
sx9z6,sx12z6,3
sx9z9,sx6z9,3
sx9z9,sx9z6,3
sx9z9,sx9z12,3
sx9z9,sx12z9,3
sx9z12,sx6z12,3
sx9z12,sx9z9,3
sx9z12,sx9z15,3
sx9z12,sx12z12,3
sx9z15,sx6z15,3
sx9z15,sx9z12,3
sx9z15,sx9z18,3
sx9z15,sx12z15,3
sx9z18,sx6z18,3
sx9z18,sx9z15,3
sx9z18,sx9z21,3
sx9z18,sx12z18,3
sx9z21,sx6z21,3
sx9z21,sx9z18,3
sx9z21,sx9z24,3
sx9z21,sx12z21,3
sx9z24,sx6z24,3
sx9z24,sx9z21,3
sx9z24,sx9z27,3
sx9z24,sx12z24,3
sx9z27,sx6z27,3
sx9z27,sx9z24,3
sx9z27,sx9z30,3
sx9z27,sx12z27,3
sx9z30,sx6z30,3
sx9z30,sx9z27,3
sx9z30,sx9z33,3
sx9z30,sx12z30,3
sx9z33,sx6z33,3
sx9z33,sx9z30,3
sx9z33,sx9z36,3
sx9z33,sx12z33,3
sx9z36,sx6z36,3
sx9z36,sx9z33,3
sx9z36,sx9z39,3
sx9z36,sx12z36,3
sx9z39,sx6z39,3
sx9z39,sx9z36,3
sx9z39,sx9z42,3
sx9z39,sx12z39,3
sx9z42,sx6z42,3
sx9z42,sx9z39,3
sx9z42,sx9z45,3
sx9z42,sx12z42,3
sx9z45,sx6z45,3
sx9z45,sx9z42,3
sx9z45,sx9z48,3
sx9z45,sx12z45,3
sx9z48,sx6z48,3
sx9z48,sx9z45,3
sx9z48,sx12z48,3
sx12z0,sx9z0,3
sx12z0,sx12z3,3
sx12z0,sx15z0,3
sx12z3,sx9z3,3
sx12z3,sx12z0,3
sx12z3,sx12z6,3
sx12z3,sx15z3,3
sx12z6,sx9z6,3
sx12z6,sx12z3,3
sx12z6,sx12z9,3
sx12z6,sx15z6,3
sx12z9,sx9z9,3
sx12z9,sx12z6,3
sx12z9,sx12z12,3
sx12z9,sx15z9,3
sx12z12,sx9z12,3
sx12z12,sx12z9,3
sx12z12,sx12z15,3
sx12z12,sx15z12,3
sx12z15,sx9z15,3
sx12z15,sx12z12,3
sx12z15,sx12z18,3
sx12z15,sx15z15,3
sx12z18,sx9z18,3
sx12z18,sx12z15,3
sx12z18,sx12z21,3
sx12z18,sx15z18,3
sx12z21,sx9z21,3
sx12z21,sx12z18,3
sx12z21,sx12z24,3
sx12z21,sx15z21,3
sx12z24,sx9z24,3
sx12z24,sx12z21,3
sx12z24,sx12z27,3
sx12z24,sx15z24,3
sx12z27,sx9z27,3
sx12z27,sx12z24,3
sx12z27,sx12z30,3
sx12z27,sx15z27,3
sx12z30,sx9z30,3
sx12z30,sx12z27,3
sx12z30,sx12z33,3
sx12z30,sx15z30,3
sx12z33,sx9z33,3
sx12z33,sx12z30,3
sx12z33,sx12z36,3
sx12z33,sx15z33,3
sx12z36,sx9z36,3
sx12z36,sx12z33,3
sx12z36,sx12z39,3
sx12z36,sx15z36,3
sx12z39,sx9z39,3
sx12z39,sx12z36,3
sx12z39,sx12z42,3
sx12z39,sx15z39,3
sx12z42,sx9z42,3
sx12z42,sx12z39,3
sx12z42,sx12z45,3
sx12z42,sx15z42,3
sx12z45,sx9z45,3
sx12z45,sx12z42,3
sx12z45,sx12z48,3
sx12z45,sx15z45,3
sx12z48,sx9z48,3
sx12z48,sx12z45,3
sx12z48,sx15z48,3
sx15z0,sx12z0,3
sx15z0,sx15z3,3
sx15z0,sx18z0,3
sx15z3,sx12z3,3
sx15z3,sx15z0,3
sx15z3,sx15z6,3
sx15z3,sx18z3,3
sx15z6,sx12z6,3
sx15z6,sx15z3,3
sx15z6,sx15z9,3
sx15z6,sx18z6,3
sx15z9,sx12z9,3
sx15z9,sx15z6,3
sx15z9,sx15z12,3
sx15z9,sx18z9,3
sx15z12,sx12z12,3
sx15z12,sx15z9,3
sx15z12,sx15z15,3
sx15z12,sx18z12,3
sx15z15,sx12z15,3
sx15z15,sx15z12,3
sx15z15,sx15z18,3
sx15z15,sx18z15,3
sx15z18,sx12z18,3
sx15z18,sx15z15,3
sx15z18,sx15z21,3
sx15z18,sx18z18,3
sx15z21,sx12z21,3
sx15z21,sx15z18,3
sx15z21,sx15z24,3
sx15z21,sx18z21,3
sx15z24,sx12z24,3
sx15z24,sx15z21,3
sx15z24,sx15z27,3
sx15z24,sx18z24,3
sx15z27,sx12z27,3
sx15z27,sx15z24,3
sx15z27,sx15z30,3
sx15z27,sx18z27,3
sx15z30,sx12z30,3
sx15z30,sx15z27,3
sx15z30,sx15z33,3
sx15z30,sx18z30,3
sx15z33,sx12z33,3
sx15z33,sx15z30,3
sx15z33,sx15z36,3
sx15z33,sx18z33,3
sx15z36,sx12z36,3
sx15z36,sx15z33,3
sx15z36,sx15z39,3
sx15z36,sx18z36,3
sx15z39,sx12z39,3
sx15z39,sx15z36,3
sx15z39,sx15z42,3
sx15z39,sx18z39,3
sx15z42,sx12z42,3
sx15z42,sx15z39,3
sx15z42,sx15z45,3
sx15z42,sx18z42,3
sx15z45,sx12z45,3
sx15z45,sx15z42,3
sx15z45,sx15z48,3
sx15z45,sx18z45,3
sx15z48,sx12z48,3
sx15z48,sx15z45,3
sx15z48,sx18z48,3
sx18z0,sx15z0,3
sx18z0,sx18z3,3
sx18z0,sx21z0,3
sx18z3,sx15z3,3
sx18z3,sx18z0,3
sx18z3,sx18z6,3
sx18z3,sx21z3,3
sx18z6,sx15z6,3
sx18z6,sx18z3,3
sx18z6,sx18z9,3
sx18z6,sx21z6,3
sx18z9,sx15z9,3
sx18z9,sx18z6,3
sx18z9,sx18z12,3
sx18z9,sx21z9,3
sx18z12,sx15z12,3
sx18z12,sx18z9,3
sx18z12,sx18z15,3
sx18z12,sx21z12,3
sx18z15,sx15z15,3
sx18z15,sx18z12,3
sx18z15,sx18z18,3
sx18z15,sx21z15,3
sx18z18,sx15z18,3
sx18z18,sx18z15,3
sx18z18,sx18z21,3
sx18z18,sx21z18,3
sx18z21,sx15z21,3
sx18z21,sx18z18,3
sx18z21,sx18z24,3
sx18z21,sx21z21,3
sx18z24,sx15z24,3
sx18z24,sx18z21,3
sx18z24,sx18z27,3
sx18z24,sx21z24,3
sx18z27,sx15z27,3
sx18z27,sx18z24,3
sx18z27,sx18z30,3
sx18z27,sx21z27,3
sx18z30,sx15z30,3
sx18z30,sx18z27,3
sx18z30,sx18z33,3
sx18z30,sx21z30,3
sx18z33,sx15z33,3
sx18z33,sx18z30,3
sx18z33,sx18z36,3
sx18z33,sx21z33,3
sx18z36,sx15z36,3
sx18z36,sx18z33,3
sx18z36,sx18z39,3
sx18z36,sx21z36,3
sx18z39,sx15z39,3
sx18z39,sx18z36,3
sx18z39,sx18z42,3
sx18z39,sx21z39,3
sx18z42,sx15z42,3
sx18z42,sx18z39,3
sx18z42,sx18z45,3
sx18z42,sx21z42,3
sx18z45,sx15z45,3
sx18z45,sx18z42,3
sx18z45,sx18z48,3
sx18z45,sx21z45,3
sx18z48,sx15z48,3
sx18z48,sx18z45,3
sx18z48,sx21z48,3
sx21z0,sx18z0,3
sx21z0,sx21z3,3
sx21z0,sx24z0,3
sx21z3,sx18z3,3
sx21z3,sx21z0,3
sx21z3,sx21z6,3
sx21z3,sx24z3,3
sx21z6,sx18z6,3
sx21z6,sx21z3,3
sx21z6,sx21z9,3
sx21z6,sx24z6,3
sx21z9,sx18z9,3
sx21z9,sx21z6,3
sx21z9,sx21z12,3
sx21z9,sx24z9,3
sx21z12,sx18z12,3
sx21z12,sx21z9,3
sx21z12,sx21z15,3
sx21z12,sx24z12,3
sx21z15,sx18z15,3
sx21z15,sx21z12,3
sx21z15,sx21z18,3
sx21z15,sx24z15,3
sx21z18,sx18z18,3
sx21z18,sx21z15,3
sx21z18,sx21z21,3
sx21z18,sx24z18,3
sx21z21,sx18z21,3
sx21z21,sx21z18,3
sx21z21,sx21z24,3
sx21z21,sx24z21,3
sx21z24,sx18z24,3
sx21z24,sx21z21,3
sx21z24,sx21z27,3
sx21z24,sx24z24,3
sx21z27,sx18z27,3
sx21z27,sx21z24,3
sx21z27,sx21z30,3
sx21z27,sx24z27,3
sx21z30,sx18z30,3
sx21z30,sx21z27,3
sx21z30,sx21z33,3
sx21z30,sx24z30,3
sx21z33,sx18z33,3
sx21z33,sx21z30,3
sx21z33,sx21z36,3
sx21z33,sx24z33,3
sx21z36,sx18z36,3
sx21z36,sx21z33,3
sx21z36,sx21z39,3
sx21z36,sx24z36,3
sx21z39,sx18z39,3
sx21z39,sx21z36,3
sx21z39,sx21z42,3
sx21z39,sx24z39,3
sx21z42,sx18z42,3
sx21z42,sx21z39,3
sx21z42,sx21z45,3
sx21z42,sx24z42,3
sx21z45,sx18z45,3
sx21z45,sx21z42,3
sx21z45,sx21z48,3
sx21z45,sx24z45,3
sx21z48,sx18z48,3
sx21z48,sx21z45,3
sx21z48,sx24z48,3
sx24z0,sx21z0,3
sx24z0,sx24z3,3
sx24z0,sx27z0,3
sx24z3,sx21z3,3
sx24z3,sx24z0,3
sx24z3,sx24z6,3
sx24z3,sx27z3,3
sx24z6,sx21z6,3
sx24z6,sx24z3,3
sx24z6,sx24z9,3
sx24z6,sx27z6,3
sx24z9,sx21z9,3
sx24z9,sx24z6,3
sx24z9,sx24z12,3
sx24z9,sx27z9,3
sx24z12,sx21z12,3
sx24z12,sx24z9,3
sx24z12,sx24z15,3
sx24z12,sx27z12,3
sx24z15,sx21z15,3
sx24z15,sx24z12,3
sx24z15,sx24z18,3
sx24z15,sx27z15,3
sx24z18,sx21z18,3
sx24z18,sx24z15,3
sx24z18,sx24z21,3
sx24z18,sx27z18,3
sx24z21,sx21z21,3
sx24z21,sx24z18,3
sx24z21,sx24z24,3
sx24z21,sx27z21,3
sx24z24,sx21z24,3
sx24z24,sx24z21,3
sx24z24,sx24z27,3
sx24z24,sx27z24,3
sx24z27,sx21z27,3
sx24z27,sx24z24,3
sx24z27,sx24z30,3
sx24z27,sx27z27,3
sx24z30,sx21z30,3
sx24z30,sx24z27,3
sx24z30,sx24z33,3
sx24z30,sx27z30,3
sx24z33,sx21z33,3
sx24z33,sx24z30,3
sx24z33,sx24z36,3
sx24z33,sx27z33,3
sx24z36,sx21z36,3
sx24z36,sx24z33,3
sx24z36,sx24z39,3
sx24z36,sx27z36,3
sx24z39,sx21z39,3
sx24z39,sx24z36,3
sx24z39,sx24z42,3
sx24z39,sx27z39,3
sx24z42,sx21z42,3
sx24z42,sx24z39,3
sx24z42,sx24z45,3
sx24z42,sx27z42,3
sx24z45,sx21z45,3
sx24z45,sx24z42,3
sx24z45,sx24z48,3
sx24z45,sx27z45,3
sx24z48,sx21z48,3
sx24z48,sx24z45,3
sx24z48,sx27z48,3
sx27z0,sx24z0,3
sx27z0,sx27z3,3
sx27z0,sx30z0,3
sx27z3,sx24z3,3
sx27z3,sx27z0,3
sx27z3,sx27z6,3
sx27z3,sx30z3,3
sx27z6,sx24z6,3
sx27z6,sx27z3,3
sx27z6,sx27z9,3
sx27z6,sx30z6,3
sx27z9,sx24z9,3
sx27z9,sx27z6,3
sx27z9,sx27z12,3
sx27z9,sx30z9,3
sx27z12,sx24z12,3
sx27z12,sx27z9,3
sx27z12,sx27z15,3
sx27z12,sx30z12,3
sx27z15,sx24z15,3
sx27z15,sx27z12,3
sx27z15,sx27z18,3
sx27z15,sx30z15,3
sx27z18,sx24z18,3
sx27z18,sx27z15,3
sx27z18,sx27z21,3
sx27z18,sx30z18,3
sx27z21,sx24z21,3
sx27z21,sx27z18,3
sx27z21,sx27z24,3
sx27z21,sx30z21,3
sx27z24,sx24z24,3
sx27z24,sx27z21,3
sx27z24,sx27z27,3
sx27z24,sx30z24,3
sx27z27,sx24z27,3
sx27z27,sx27z24,3
sx27z27,sx27z30,3
sx27z27,sx30z27,3
sx27z30,sx24z30,3
sx27z30,sx27z27,3
sx27z30,sx27z33,3
sx27z30,sx30z30,3
sx27z33,sx24z33,3
sx27z33,sx27z30,3
sx27z33,sx27z36,3
sx27z33,sx30z33,3
sx27z36,sx24z36,3
sx27z36,sx27z33,3
sx27z36,sx27z39,3
sx27z36,sx30z36,3
sx27z39,sx24z39,3
sx27z39,sx27z36,3
sx27z39,sx27z42,3
sx27z39,sx30z39,3
sx27z42,sx24z42,3
sx27z42,sx27z39,3
sx27z42,sx27z45,3
sx27z42,sx30z42,3
sx27z45,sx24z45,3
sx27z45,sx27z42,3
sx27z45,sx27z48,3
sx27z45,sx30z45,3
sx27z48,sx24z48,3
sx27z48,sx27z45,3
sx27z48,sx30z48,3
sx30z0,sx27z0,3
sx30z0,sx30z3,3
sx30z0,sx33z0,3
sx30z3,sx27z3,3
sx30z3,sx30z0,3
sx30z3,sx30z6,3
sx30z3,sx33z3,3
sx30z6,sx27z6,3
sx30z6,sx30z3,3
sx30z6,sx30z9,3
sx30z6,sx33z6,3
sx30z9,sx27z9,3
sx30z9,sx30z6,3
sx30z9,sx30z12,3
sx30z9,sx33z9,3
sx30z12,sx27z12,3
sx30z12,sx30z9,3
sx30z12,sx30z15,3
sx30z12,sx33z12,3
sx30z15,sx27z15,3
sx30z15,sx30z12,3
sx30z15,sx30z18,3
sx30z15,sx33z15,3
sx30z18,sx27z18,3
sx30z18,sx30z15,3
sx30z18,sx30z21,3
sx30z18,sx33z18,3
sx30z21,sx27z21,3
sx30z21,sx30z18,3
sx30z21,sx30z24,3
sx30z21,sx33z21,3
sx30z24,sx27z24,3
sx30z24,sx30z21,3
sx30z24,sx30z27,3
sx30z24,sx33z24,3
sx30z27,sx27z27,3
sx30z27,sx30z24,3
sx30z27,sx30z30,3
sx30z27,sx33z27,3
sx30z30,sx27z30,3
sx30z30,sx30z27,3
sx30z30,sx30z33,3
sx30z30,sx33z30,3
sx30z33,sx27z33,3
sx30z33,sx30z30,3
sx30z33,sx30z36,3
sx30z33,sx33z33,3
sx30z36,sx27z36,3
sx30z36,sx30z33,3
sx30z36,sx30z39,3
sx30z36,sx33z36,3
sx30z39,sx27z39,3
sx30z39,sx30z36,3
sx30z39,sx30z42,3
sx30z39,sx33z39,3
sx30z42,sx27z42,3
sx30z42,sx30z39,3
sx30z42,sx30z45,3
sx30z42,sx33z42,3
sx30z45,sx27z45,3
sx30z45,sx30z42,3
sx30z45,sx30z48,3
sx30z45,sx33z45,3
sx30z48,sx27z48,3
sx30z48,sx30z45,3
sx30z48,sx33z48,3
sx33z0,sx30z0,3
sx33z0,sx33z3,3
sx33z0,sx36z0,3
sx33z3,sx30z3,3
sx33z3,sx33z0,3
sx33z3,sx33z6,3
sx33z3,sx36z3,3
sx33z6,sx30z6,3
sx33z6,sx33z3,3
sx33z6,sx33z9,3
sx33z6,sx36z6,3
sx33z9,sx30z9,3
sx33z9,sx33z6,3
sx33z9,sx33z12,3
sx33z9,sx36z9,3
sx33z12,sx30z12,3
sx33z12,sx33z9,3
sx33z12,sx33z15,3
sx33z12,sx36z12,3
sx33z15,sx30z15,3
sx33z15,sx33z12,3
sx33z15,sx33z18,3
sx33z15,sx36z15,3
sx33z18,sx30z18,3
sx33z18,sx33z15,3
sx33z18,sx33z21,3
sx33z18,sx36z18,3
sx33z21,sx30z21,3
sx33z21,sx33z18,3
sx33z21,sx33z24,3
sx33z21,sx36z21,3
sx33z24,sx30z24,3
sx33z24,sx33z21,3
sx33z24,sx33z27,3
sx33z24,sx36z24,3
sx33z27,sx30z27,3
sx33z27,sx33z24,3
sx33z27,sx33z30,3
sx33z27,sx36z27,3
sx33z30,sx30z30,3
sx33z30,sx33z27,3
sx33z30,sx33z33,3
sx33z30,sx36z30,3
sx33z33,sx30z33,3
sx33z33,sx33z30,3
sx33z33,sx33z36,3
sx33z33,sx36z33,3
sx33z36,sx30z36,3
sx33z36,sx33z33,3
sx33z36,sx33z39,3
sx33z36,sx36z36,3
sx33z39,sx30z39,3
sx33z39,sx33z36,3
sx33z39,sx33z42,3
sx33z39,sx36z39,3
sx33z42,sx30z42,3
sx33z42,sx33z39,3
sx33z42,sx33z45,3
sx33z42,sx36z42,3
sx33z45,sx30z45,3
sx33z45,sx33z42,3
sx33z45,sx33z48,3
sx33z45,sx36z45,3
sx33z48,sx30z48,3
sx33z48,sx33z45,3
sx33z48,sx36z48,3
sx36z0,sx33z0,3
sx36z0,sx36z3,3
sx36z0,sx39z0,3
sx36z3,sx33z3,3
sx36z3,sx36z0,3
sx36z3,sx36z6,3
sx36z3,sx39z3,3
sx36z6,sx33z6,3
sx36z6,sx36z3,3
sx36z6,sx36z9,3
sx36z6,sx39z6,3
sx36z9,sx33z9,3
sx36z9,sx36z6,3
sx36z9,sx36z12,3
sx36z9,sx39z9,3
sx36z12,sx33z12,3
sx36z12,sx36z9,3
sx36z12,sx36z15,3
sx36z12,sx39z12,3
sx36z15,sx33z15,3
sx36z15,sx36z12,3
sx36z15,sx36z18,3
sx36z15,sx39z15,3
sx36z18,sx33z18,3
sx36z18,sx36z15,3
sx36z18,sx36z21,3
sx36z18,sx39z18,3
sx36z21,sx33z21,3
sx36z21,sx36z18,3
sx36z21,sx36z24,3
sx36z21,sx39z21,3
sx36z24,sx33z24,3
sx36z24,sx36z21,3
sx36z24,sx36z27,3
sx36z24,sx39z24,3
sx36z27,sx33z27,3
sx36z27,sx36z24,3
sx36z27,sx36z30,3
sx36z27,sx39z27,3
sx36z30,sx33z30,3
sx36z30,sx36z27,3
sx36z30,sx36z33,3
sx36z30,sx39z30,3
sx36z33,sx33z33,3
sx36z33,sx36z30,3
sx36z33,sx36z36,3
sx36z33,sx39z33,3
sx36z36,sx33z36,3
sx36z36,sx36z33,3
sx36z36,sx36z39,3
sx36z36,sx39z36,3
sx36z39,sx33z39,3
sx36z39,sx36z36,3
sx36z39,sx36z42,3
sx36z39,sx39z39,3
sx36z42,sx33z42,3
sx36z42,sx36z39,3
sx36z42,sx36z45,3
sx36z42,sx39z42,3
sx36z45,sx33z45,3
sx36z45,sx36z42,3
sx36z45,sx36z48,3
sx36z45,sx39z45,3
sx36z48,sx33z48,3
sx36z48,sx36z45,3
sx36z48,sx39z48,3
sx39z0,sx36z0,3
sx39z0,sx39z3,3
sx39z0,sx42z0,3
sx39z3,sx36z3,3
sx39z3,sx39z0,3
sx39z3,sx39z6,3
sx39z3,sx42z3,3
sx39z6,sx36z6,3
sx39z6,sx39z3,3
sx39z6,sx39z9,3
sx39z6,sx42z6,3
sx39z9,sx36z9,3
sx39z9,sx39z6,3
sx39z9,sx39z12,3
sx39z9,sx42z9,3
sx39z12,sx36z12,3
sx39z12,sx39z9,3
sx39z12,sx39z15,3
sx39z12,sx42z12,3
sx39z15,sx36z15,3
sx39z15,sx39z12,3
sx39z15,sx39z18,3
sx39z15,sx42z15,3
sx39z18,sx36z18,3
sx39z18,sx39z15,3
sx39z18,sx39z21,3
sx39z18,sx42z18,3
sx39z21,sx36z21,3
sx39z21,sx39z18,3
sx39z21,sx39z24,3
sx39z21,sx42z21,3
sx39z24,sx36z24,3
sx39z24,sx39z21,3
sx39z24,sx39z27,3
sx39z24,sx42z24,3
sx39z27,sx36z27,3
sx39z27,sx39z24,3
sx39z27,sx39z30,3
sx39z27,sx42z27,3
sx39z30,sx36z30,3
sx39z30,sx39z27,3
sx39z30,sx39z33,3
sx39z30,sx42z30,3
sx39z33,sx36z33,3
sx39z33,sx39z30,3
sx39z33,sx39z36,3
sx39z33,sx42z33,3
sx39z36,sx36z36,3
sx39z36,sx39z33,3
sx39z36,sx39z39,3
sx39z36,sx42z36,3
sx39z39,sx36z39,3
sx39z39,sx39z36,3
sx39z39,sx39z42,3
sx39z39,sx42z39,3
sx39z42,sx36z42,3
sx39z42,sx39z39,3
sx39z42,sx39z45,3
sx39z42,sx42z42,3
sx39z45,sx36z45,3
sx39z45,sx39z42,3
sx39z45,sx39z48,3
sx39z45,sx42z45,3
sx39z48,sx36z48,3
sx39z48,sx39z45,3
sx39z48,sx42z48,3
sx42z0,sx39z0,3
sx42z0,sx42z3,3
sx42z0,sx45z0,3
sx42z3,sx39z3,3
sx42z3,sx42z0,3
sx42z3,sx42z6,3
sx42z3,sx45z3,3
sx42z6,sx39z6,3
sx42z6,sx42z3,3
sx42z6,sx42z9,3
sx42z6,sx45z6,3
sx42z9,sx39z9,3
sx42z9,sx42z6,3
sx42z9,sx42z12,3
sx42z9,sx45z9,3
sx42z12,sx39z12,3
sx42z12,sx42z9,3
sx42z12,sx42z15,3
sx42z12,sx45z12,3
sx42z15,sx39z15,3
sx42z15,sx42z12,3
sx42z15,sx42z18,3
sx42z15,sx45z15,3
sx42z18,sx39z18,3
sx42z18,sx42z15,3
sx42z18,sx42z21,3
sx42z18,sx45z18,3
sx42z21,sx39z21,3
sx42z21,sx42z18,3
sx42z21,sx42z24,3
sx42z21,sx45z21,3
sx42z24,sx39z24,3
sx42z24,sx42z21,3
sx42z24,sx42z27,3
sx42z24,sx45z24,3
sx42z27,sx39z27,3
sx42z27,sx42z24,3
sx42z27,sx42z30,3
sx42z27,sx45z27,3
sx42z30,sx39z30,3
sx42z30,sx42z27,3
sx42z30,sx42z33,3
sx42z30,sx45z30,3
sx42z33,sx39z33,3
sx42z33,sx42z30,3
sx42z33,sx42z36,3
sx42z33,sx45z33,3
sx42z36,sx39z36,3
sx42z36,sx42z33,3
sx42z36,sx42z39,3
sx42z36,sx45z36,3
sx42z39,sx39z39,3
sx42z39,sx42z36,3
sx42z39,sx42z42,3
sx42z39,sx45z39,3
sx42z42,sx39z42,3
sx42z42,sx42z39,3
sx42z42,sx42z45,3
sx42z42,sx45z42,3
sx42z45,sx39z45,3
sx42z45,sx42z42,3
sx42z45,sx42z48,3
sx42z45,sx45z45,3
sx42z48,sx39z48,3
sx42z48,sx42z45,3
sx42z48,sx45z48,3
sx45z0,sx42z0,3
sx45z0,sx45z3,3
sx45z0,sx48z0,3
sx45z3,sx42z3,3
sx45z3,sx45z0,3
sx45z3,sx45z6,3
sx45z3,sx48z3,3
sx45z6,sx42z6,3
sx45z6,sx45z3,3
sx45z6,sx45z9,3
sx45z6,sx48z6,3
sx45z9,sx42z9,3
sx45z9,sx45z6,3
sx45z9,sx45z12,3
sx45z9,sx48z9,3
sx45z12,sx42z12,3
sx45z12,sx45z9,3
sx45z12,sx45z15,3
sx45z12,sx48z12,3
sx45z15,sx42z15,3
sx45z15,sx45z12,3
sx45z15,sx45z18,3
sx45z15,sx48z15,3
sx45z18,sx42z18,3
sx45z18,sx45z15,3
sx45z18,sx45z21,3
sx45z18,sx48z18,3
sx45z21,sx42z21,3
sx45z21,sx45z18,3
sx45z21,sx45z24,3
sx45z21,sx48z21,3
sx45z24,sx42z24,3
sx45z24,sx45z21,3
sx45z24,sx45z27,3
sx45z24,sx48z24,3
sx45z27,sx42z27,3
sx45z27,sx45z24,3
sx45z27,sx45z30,3
sx45z27,sx48z27,3
sx45z30,sx42z30,3
sx45z30,sx45z27,3
sx45z30,sx45z33,3
sx45z30,sx48z30,3
sx45z33,sx42z33,3
sx45z33,sx45z30,3
sx45z33,sx45z36,3
sx45z33,sx48z33,3
sx45z36,sx42z36,3
sx45z36,sx45z33,3
sx45z36,sx45z39,3
sx45z36,sx48z36,3
sx45z39,sx42z39,3
sx45z39,sx45z36,3
sx45z39,sx45z42,3
sx45z39,sx48z39,3
sx45z42,sx42z42,3
sx45z42,sx45z39,3
sx45z42,sx45z45,3
sx45z42,sx48z42,3
sx45z45,sx42z45,3
sx45z45,sx45z42,3
sx45z45,sx45z48,3
sx45z45,sx48z45,3
sx45z48,sx42z48,3
sx45z48,sx45z45,3
sx45z48,sx48z48,3
sx48z0,sx45z0,3
sx48z0,sx48z3,3
sx48z3,sx45z3,3
sx48z3,sx48z0,3
sx48z3,sx48z6,3
sx48z6,sx45z6,3
sx48z6,sx48z3,3
sx48z6,sx48z9,3
sx48z9,sx45z9,3
sx48z9,sx48z6,3
sx48z9,sx48z12,3
sx48z12,sx45z12,3
